Outlet,Group 1 Wins,Group 2 Wins,Full Address,Postal Code,Area,Latitude,Longitude,Group 1 Percentile Rank,Group 2 Percentile Rank,Luckiness
Tuck Lee Long,4,19,"159 Ang Mo Kio Avenue 4, Singapore 560616, Singapore",560616.0,Ang Mo Kio,1.374789,103.8398767,61.408450704225345,60.70422535211267,6.105633802816901
Teo Khar Bee Agency,4,26,"72 Redhill Road, Singapore 150072, Singapore",150072.0,Bukit Merah,1.2872356,103.8162,61.408450704225345,75.77464788732394,6.859154929577464
Tay Ah Tho Trading,4,19,"768 Woodlands Avenue 6, Singapore 732799, Singapore",732799.0,Woodlands,1.445962,103.798159,61.408450704225345,60.70422535211267,6.105633802816901
Tan Kai Huat Provision Shop,4,14,"123 Hougang Avenue 1, Singapore 530123, Singapore",530123.0,Hougang,1.3533485,103.8861709,61.408450704225345,43.94366197183099,5.267605633802817
Singapore Pools Silat Ave Branch,4,11,"150 Silat Avenue, Singapore 160150, Singapore",160150.0,Bukit Merah,1.2770211,103.8314085,61.408450704225345,33.80281690140845,4.76056338028169
Singapore Pools LOT One Branch,4,11,"Lot One Shoppers' Mall, 21 Choa Chu Kang Avenue 4, Singapore 689812, Singapore",689812.0,Choa Chu Kang,1.3849961,103.7451511,61.408450704225345,33.80281690140845,4.76056338028169
Singapore Pools Jalan Tiga Branch,4,33,"41 Jalan Tiga, Singapore 390041, Singapore",390041.0,Geylang,1.3078367,103.8847076,61.408450704225345,85.91549295774648,7.366197183098592
Singapore Pools Ghim Moh Branch,4,13,"21 Ghim Moh Road, Singapore 270021, Singapore",270021.0,Queenstown,1.3100933,103.7884694,61.408450704225345,40.985915492957744,5.119718309859154
Singapore Pools Geylang Bahru Branch,4,16,"68 Geylang Bahru, Singapore 330068, Singapore",330068.0,Kallang,1.3222623,103.8704758,61.408450704225345,52.112676056338024,5.676056338028168
Singapore Pools Funan Branch,4,6,"Funan, 107 North Bridge Road, Singapore 179105, Singapore",179105.0,Downtown Core,1.2912647,103.8501932,61.408450704225345,20.845070422535212,4.112676056338028
Singapore Pools Chinatown Point Branch,4,55,"3 McCallum Street, Singapore 069047, Singapore",69047.0,Downtown Core,1.2796704,103.8475525,61.408450704225345,98.02816901408451,7.971830985915493
Singapore Pools Chin Swee Branch,4,14,"53 Chin Swee Road, Singapore 160053, Singapore",160053.0,Outram,1.2876753,103.8415514,61.408450704225345,43.94366197183099,5.267605633802817
Singapore Pools Cheong Chin Nam Rd Branch,4,21,"5 Cheong Chin Nam Road, Singapore 599744, Singapore",599744.0,Hillview,1.3424696,103.7753346,61.408450704225345,64.92957746478874,6.316901408450704
Singapore Pools Bukit Batok Central Branch,4,39,"642 Bukit Batok Central, Singapore 650642, Singapore",650642.0,Bukit Batok,1.3489923,103.7517942,61.408450704225345,91.40845070422536,7.640845070422534
Singapore Pools Beo Crescent Branch,4,20,"36 Beo Crescent, Singapore 160040, Singapore",160040.0,Bukit Merah,1.2883928,103.8270797,61.408450704225345,63.38028169014085,6.23943661971831
Singapore Pools Bedok North Branch,4,22,"Bedok North Road, Singapore 460516, Singapore",460516.0,Bedok,1.3306806,103.9305125,61.408450704225345,67.6056338028169,6.450704225352112
Singapore Pools 88 Circuit Rd Branch,4,21,"88 Pipit Road, Singapore 370088, Singapore",370088.0,Geylang,1.3236883,103.8858681,61.408450704225345,64.92957746478874,6.316901408450704
Sheng Moh Fruits & Provision Store,4,9,"1A Jalan Mas Puteh, Singapore 128607, Singapore",128607.0,Clementi,1.3083357,103.7621136,61.408450704225345,26.901408450704224,4.415492957746478
Prime Keat Hong,4,13,"Keat Hong Shopping Centre, 253 Choa Chu Kang Avenue 1, Singapore 680253, Singapore",680253.0,Choa Chu Kang,1.3780745,103.7442567,61.408450704225345,40.985915492957744,5.119718309859154
OCN (Singapore) Pte Ltd,4,30,"Hotel Clover Hongkong Street, Central Water Catchment, Singapore",,Central Water Catchment,1.352083,103.819836,61.408450704225345,81.97183098591549,7.169014084507042
NTUC FP Yung Kuang Road,4,15,"65 Yung Kuang Road, Singapore 610065, Singapore",610065.0,Jurong West,1.3322984,103.7226983,61.408450704225345,48.02816901408451,5.471830985915493
NTUC FP Warehouse Club,4,15,"82 Joo Koon Circle, Singapore 638356, Singapore",638356.0,Pioneer,1.3272042,103.6761,61.408450704225345,48.02816901408451,5.471830985915493
NTUC FP Thomson Plaza,4,33,"Thomson Plaza, 301 Upper Thomson Road, Singapore 574408, Singapore",574408.0,Bishan,1.3548,103.8308,61.408450704225345,85.91549295774648,7.366197183098592
NTUC FP Marine Parade Central,4,9,"84 Marine Parade Central, Singapore 440084, Singapore",440084.0,Marine Parade,1.302042,103.9065384,61.408450704225345,26.901408450704224,4.415492957746478
NTUC FP Lorong 4 Toa Payoh,4,15,"192 Lorong 4 Toa Payoh, Singapore 310192, Singapore",310192.0,Toa Payoh,1.3318475,103.8507613,61.408450704225345,48.02816901408451,5.471830985915493
NTUC FP E!Hub @ Downtown East,4,13,"Downtown East, 1 Pasir Ris Close, Singapore 519599, Singapore",519599.0,Pasir Ris,1.3774243,103.9549567,61.408450704225345,40.985915492957744,5.119718309859154
NTUC FP Clementi Avenue 2,4,14,"352 Clementi Avenue 2, Singapore 120352, Singapore",120352.0,Clementi,1.3144477,103.7711383,61.408450704225345,43.94366197183099,5.267605633802817
NTUC FP Changi Business Park,4,19,"Airport Boulevard, Singapore 819658, Singapore",819658.0,Changi,1.3450101,103.9832089,61.408450704225345,60.70422535211267,6.105633802816901
Ng Nam Thye Trading - Ang Mo Kio Ave 3,4,17,"51@AMK, 51 Ang Mo Kio Avenue 3, Singapore 569922, Singapore",569922.0,Ang Mo Kio,1.3692079,103.8470408,61.408450704225345,54.7887323943662,5.809859154929578
Golden Lagoon Trading,4,15,"136 Marsiling Road, Singapore 730136, Singapore",730136.0,Woodlands,1.4385524,103.7777004,61.408450704225345,48.02816901408451,5.471830985915493
Giant Beauty World Centre,4,23,"Beauty World Centre, 144 Upper Bukit Timah Road, Singapore 588177, Singapore",588177.0,,1.3422789,103.7761675,61.408450704225345,70.28169014084507,6.58450704225352
FP Xpress MacPherson,4,18,"Merpati Road, Singapore 370078, Singapore",370078.0,Geylang,1.3273112,103.8852397,61.408450704225345,57.183098591549296,5.929577464788732
Cold Storage Compass One,4,27,"Compass One, 1 Sengkang Square, Singapore 545078, Singapore",545078.0,Seng Kang,1.3917911,103.8948801,61.408450704225345,77.1830985915493,6.929577464788733
Chuan Hao Departmental Store,4,5,"Singapore Polytechnic, 500 Dover Road, Singapore 139651, Singapore",139651.0,Queenstown,1.3075788,103.7818,61.408450704225345,18.732394366197184,4.007042253521126
Chop Yeo Thong Heng,4,9,"83 Macpherson Lane, Singapore 368230, Singapore",368230.0,Macpherson,1.3316515,103.8853123,61.408450704225345,26.901408450704224,4.415492957746478
Chong Hoe Tong,4,16,"21 Lorong 7 Toa Payoh, Singapore 310021, Singapore",310021.0,Toa Payoh,1.3354867,103.857473,61.408450704225345,52.112676056338024,5.676056338028168
Cheng Chew Wah Agency,4,17,"20 Frankel Terrace, Singapore 416551, Singapore",416551.0,Frankel,1.3190577,103.9145234,61.408450704225345,54.7887323943662,5.809859154929578
Cheers Haig Rd,4,14,"12 Haig Road, Singapore 430012, Singapore",430012.0,Geylang,1.315608,103.8959868,61.408450704225345,43.94366197183099,5.267605633802817
7-Eleven McCallum Street,4,27,"3 McCallum Street, Singapore 069047, Singapore",69047.0,Downtown Core,1.2797323,103.8475943,61.408450704225345,77.1830985915493,6.929577464788733
7-Eleven Chua Chu Kang Drive,4,22,"Blk 689B, Choa Chu Kang Crescent, Singapore 681672, Singapore",681672.0,Choa Chu Kang,1.403112,103.7497763,61.408450704225345,67.6056338028169,6.450704225352112
7-Eleven Changi,4,16,"Airport Boulevard, Singapore 819658, Singapore",819658.0,Changi,1.3450101,103.9832089,61.408450704225345,52.112676056338024,5.676056338028168
Tan Ah Leck Trading Jurong East,3,4,"151 Bukit Batok Street 11, Singapore 650151, Singapore",650151.0,Bukit Batok,1.3486319,103.7443246,49.71830985915493,15.352112676056336,3.253521126760563
Tan Ah Leck Trading,3,23,"151 Bukit Batok Street 11, Singapore 650151, Singapore",650151.0,Bukit Batok,1.3486319,103.7443246,49.71830985915493,70.28169014084507,6.0
Superbowl Jurong Pte Ltd,3,22,"SuperBowl Jurong, 1 Yuan Ching Road, Singapore 618640, Singapore",618640.0,Jurong West,1.3259058,103.724653,49.71830985915493,67.6056338028169,5.866197183098591
Singapore Pools Yishun N2 Branch,3,21,"Yishun Avenue 5, Singapore 768794, Singapore",768794.0,Yishun,1.430368,103.8353628,49.71830985915493,64.92957746478874,5.732394366197183
Singapore Pools Telok Blangah Crescent Branch,3,19,"6 Telok Blangah Crescent, Singapore 090008, Singapore",90008.0,Bukit Merah,1.2781865,103.8186647,49.71830985915493,60.70422535211267,5.52112676056338
Singapore Pools Teban Gardens Branch,3,15,"37 Teban Gardens Road, Singapore 600037, Singapore",600037.0,,1.3205297,103.742544,49.71830985915493,48.02816901408451,4.887323943661972
Singapore Pools Sim Lim Square Branch,3,21,"Sim Lim Square, 1 Rochor Canal Road, Singapore 188504, Singapore",188504.0,Rochor,1.3030825,103.8528968,49.71830985915493,64.92957746478874,5.732394366197183
Singapore Pools Peace Centre Branch,3,17,"1 #03-01/02/03 Sophia Road Peace Centre, Singapore 188351, Singapore",188351.0,Rochor,1.3015125,103.8496184,49.71830985915493,54.7887323943662,5.225352112676056
Singapore Pools Pasir Ris N7 Branch,3,25,"Pasir Ris Drive 1, Singapore 518070, Singapore",518070.0,Pasir Ris,1.3720937,103.9473728,49.71830985915493,73.80281690140845,6.176056338028169
Singapore Pools Bukit Gombak Branch,3,26,"374 Bukit Batok Street 31, Singapore 650374, Singapore",650374.0,Bukit Batok,1.3583104,103.750449,49.71830985915493,75.77464788732394,6.274647887323943
Singapore Pools Ang Mo Kio N2A Branch,3,23,"North-South Corridor, Singapore 560728, Singapore",560728.0,Ang Mo Kio,1.3691149,103.8454342,49.71830985915493,70.28169014084507,6.0
Sheng Siong Tanglin Halt Road,3,19,"Commonwealth View, 88 Tanglin Halt Road, Singapore 141088, Singapore",141088.0,Queenstown,1.3013864,103.79844,49.71830985915493,60.70422535211267,5.52112676056338
Seah Geok Eng Agency,3,31,"Rivervale Plaza, 118 Rivervale Drive, Singapore 540118, Singapore",540118.0,Seng Kang,1.385716,103.9020016,49.71830985915493,83.38028169014085,6.654929577464789
NTUC FP Yew Tee Point,3,19,"Yew Tee Point, Choa Chu Kang North 6, Singapore 689580, Singapore",689580.0,Choa Chu Kang,1.3974014,103.7467406,49.71830985915493,60.70422535211267,5.52112676056338
NTUC FP Woodlands Civic Centre,3,19,"Woodlands Civic Centre, 900 South Woodlands Drive, Singapore 730900, Singapore",730900.0,Woodlands,1.4350059,103.7869203,49.71830985915493,60.70422535211267,5.52112676056338
NTUC FP Tampines St 44,3,12,"475 Tampines Street 44, Singapore 520471, Singapore",520471.0,Tampines,1.3603807,103.9532074,49.71830985915493,37.74647887323944,4.373239436619718
NTUC FP Tampines St  83,3,19,"Tampines Central Community Club, 866A Tampines Street 83, Singapore 521866, Singapore",521866.0,Tampines,1.3554401,103.9346654,49.71830985915493,60.70422535211267,5.52112676056338
NTUC FP Rivervale Mall,3,8,"Rivervale Mall, 11 Rivervale Crescent, Singapore 545082, Singapore",545082.0,Seng Kang,1.3919537,103.9047236,49.71830985915493,24.929577464788732,3.732394366197183
NTUC FP New Upper Changi Road,3,17,"57 New Upper Changi Road, Singapore 461057, Singapore",461057.0,Bedok,1.3246666,103.9414375,49.71830985915493,54.7887323943662,5.225352112676056
NTUC FP Marsiling MRT Station,3,20,"71 Woodlands Avenue 3, Singapore 739044, Singapore",739044.0,Woodlands West,1.4323902,103.7741183,49.71830985915493,63.38028169014085,5.654929577464789
NTUC FP Limbang Shopping Centre,3,15,"Limbang Shopping Centre, Choa Chu Kang North 5, Singapore 680533, Singapore",680533.0,Choa Chu Kang,1.3920843,103.7433168,49.71830985915493,48.02816901408451,4.887323943661972
NTUC FP Jem,3,40,"JEM, 50 Jurong Gateway Road, Singapore 608549, Singapore",608549.0,Jurong East,1.332647,103.7433111,49.71830985915493,92.53521126760563,7.112676056338029
NTUC FP Century Square,3,4,"Century Square, 2 Tampines Central 5, Singapore 529509, Singapore",529509.0,Tampines,1.3525968,103.9436741,49.71830985915493,15.352112676056336,3.253521126760563
NTUC FP Bukit Panjang Plaza,3,21,"Bukit Panjang Plaza, 1 Jelebu Road, Singapore 677743, Singapore",677743.0,Bukit Panjang,1.3803722,103.7642617,49.71830985915493,64.92957746478874,5.732394366197183
Nalayanee Trading Enterprise,3,12,"129 Upper Paya Lebar Road, Singapore 534829, Singapore",534829.0,Toa Payoh,1.3384901,103.8864474,49.71830985915493,37.74647887323944,4.373239436619718
Lim Heng Ee Trading Pte. Ltd.,3,15,"41 Kallang Place, Singapore 339153, Singapore",339153.0,Kallang Bahru,1.3155916,103.8693,49.71830985915493,48.02816901408451,4.887323943661972
Li Thoe Trading,3,23,"119 Aljunied Avenue 2, Singapore 380119, Singapore",380119.0,Geylang,1.3192072,103.886444,49.71830985915493,70.28169014084507,6.0
Kwek Lee Eng Agency,3,17,"Textile Centre, 200 Jalan Sultan, Singapore 199018, Singapore",199018.0,Kallang,1.3038262,103.8614018,49.71830985915493,54.7887323943662,5.225352112676056
Kim Chwee Trading,3,18,"Blk A #01-04 Kaki Bukit Avenue 6, Singapore 417883, Singapore",417883.0,Paya Lebar,1.341353,103.912393,49.71830985915493,57.183098591549296,5.345070422535211
Hougang United Football Club,3,5,"617, Hougang Avenue 2, Singapore 530631, Singapore",530631.0,Hougang,1.3695122,103.8834,49.71830985915493,18.732394366197184,3.4225352112676055
Giant Pioneer Mall,3,21,"Pioneer Mall, 638 Jurong West Street 61, Singapore 640638, Singapore",640638.0,Jurong West,1.3418699,103.6973858,49.71830985915493,64.92957746478874,5.732394366197183
Giant Paya Lebar Square,3,22,"Paya Lebar Square, 60 Paya Lebar Road, Singapore 409051, Singapore",409051.0,Geylang,1.3191135,103.8924858,49.71830985915493,67.6056338028169,5.866197183098591
Giant Compassvale Bow,3,14,"266 Compassvale Bow, Singapore 540266, Singapore",540266.0,Seng Kang,1.3817505,103.8969228,49.71830985915493,43.94366197183099,4.683098591549296
Everbright  Services,3,18,"Depot Heights Shopping Centre, 108 Depot Road, Singapore 100108, Singapore",100108.0,Bukit Merah,1.2812742,103.8099871,49.71830985915493,57.183098591549296,5.345070422535211
Chua Hong Kim Trading,3,25,"237 Serangoon Avenue 3, Singapore 550253, Singapore",550253.0,Serangoon,1.3536057,103.8698424,49.71830985915493,73.80281690140845,6.176056338028169
7-Eleven Sin Ming,3,13,"244 Upper Thomson Road, Singapore 574369, Singapore",574369.0,Bishan,1.3533996,103.8346195,49.71830985915493,40.985915492957744,4.535211267605634
7-Eleven Plaza Singapura,3,19,"Plaza Singapura, 68 Orchard Road, Singapore 238839, Singapore",238839.0,Museum,1.3003302,103.8451764,49.71830985915493,60.70422535211267,5.52112676056338
7-Eleven Circular Rd,3,11,"73 Circular Road, Singapore 049423, Singapore",49423.0,Singapore River,1.2866714,103.8490196,49.71830985915493,33.80281690140845,4.176056338028169
7-Eleven Big Mac Centre,3,1,"51@AMK, 51 Ang Mo Kio Avenue 3, Singapore 569922, Singapore",569922.0,Ang Mo Kio,1.3692898,103.8471818,49.71830985915493,3.2394366197183095,2.647887323943662
7-Eleven Bedok North Street 2,3,17,"Bedok North Street 2, Singapore 460122, Singapore",460122.0,Bedok North,1.3286351,103.9372078,49.71830985915493,54.7887323943662,5.225352112676056
Yeo Kean Fatt Dept Store,2,6,"17 Bedok South Road, Singapore 460017, Singapore",460017.0,Bedok,1.3201238,103.9354484,37.74647887323944,20.845070422535212,2.929577464788733
U Stars Keat Hong Link,2,5,"817 Keat Hong Link, Singapore 680817, Singapore",680817.0,Choa Chu Kang,1.3776376,103.7495902,37.74647887323944,18.732394366197184,2.823943661971831
Tampines Trading 824,2,16,"824 Tampines Street 81, Singapore 520824, Singapore",520824.0,Tampines,1.3490499,103.9327527,37.74647887323944,52.112676056338024,4.492957746478874
Singapore Pools Lorong Lew Lian Branch,2,16,"2 Lorong Lew Lian, Singapore 531002, Singapore",531002.0,Serangoon,1.3505921,103.8757788,37.74647887323944,52.112676056338024,4.492957746478874
Singapore Pools Geylang Rd Branch,2,6,"139 Geylang Road, Singapore 389226, Singapore",389226.0,Kampong Bugis,1.3111923,103.8741106,37.74647887323944,20.845070422535212,2.929577464788733
Singapore Pools Fajar Rd Branch,2,19,"Fajar Shopping Centre, 445 Fajar Road, Singapore 670445, Singapore",670445.0,Bukit Panjang,1.3834015,103.7712169,37.74647887323944,60.70422535211267,4.922535211267606
Singapore Pools Empress Rd Branch,2,16,"8 Empress Road, Singapore 266227, Singapore",266227.0,Bukit Timah,1.3163869,103.8053655,37.74647887323944,52.112676056338024,4.492957746478874
Singapore Pools Chai Chee Branch,2,11,"36 Chai Chee Road, Singapore 461036, Singapore",461036.0,Bedok,1.3253661,103.9253322,37.74647887323944,33.80281690140845,3.5774647887323945
Singapore Pools Canberra Branch,2,24,"SWSB20, 505 Canberra Link, Singapore 750505, Singapore",750505.0,Sembawang,1.4502245,103.8227708,37.74647887323944,71.9718309859155,5.485915492957747
Singapore Pools Bukit Batok N3 Branch,2,11,"324 Bukit Batok Street 33, Singapore 650324, Singapore",650324.0,Bukit Batok,1.3621626,103.7478577,37.74647887323944,33.80281690140845,3.5774647887323945
Singapore Pools Balestier Rd Branch,2,10,"Blk 2, 2 Balestier Road, Singapore 329901, Singapore",329901.0,Novena,1.3262024,103.8423091,37.74647887323944,29.718309859154928,3.3732394366197185
Seah Koon Huat (Boon Tiong Rd),2,11,"Tiong Bahru View, 11A Boon Tiong Road, Singapore 161011, Singapore",161011.0,Bukit Merah,1.2861153,103.8289494,37.74647887323944,33.80281690140845,3.5774647887323945
Seah Geok Eng Upper Serangoon View,2,11,"31 Upper Serangoon View, Singapore 534237, Singapore",534237.0,Kangkar,1.3748539,103.9030884,37.74647887323944,33.80281690140845,3.5774647887323945
S E Store,2,13,"41 West Coast Highway, Singapore 119615, Singapore",119615.0,Port,1.285532,103.7675,37.74647887323944,40.985915492957744,3.936619718309859
Prime Yishun Ave 6,2,2,"334A Yishun Street 31, Singapore 761334, Singapore",761334.0,Yishun East,1.432994,103.8453055,37.74647887323944,7.746478873239436,2.274647887323944
Prime Woodlands,2,15,"Sing Lun Building, 30 Marsiling Lane, Singapore 730210, Singapore",730210.0,Woodlands,1.4480459,103.7759,37.74647887323944,48.02816901408451,4.288732394366198
Prime Joo Seng,2,2,"1 Upper Aljunied Lane, Singapore 360004, Singapore",360004.0,Toa Payoh,1.3343555,103.878653,37.74647887323944,7.746478873239436,2.274647887323944
Prime Compassvale St,2,14,"Compassvale Street, Singapore 545091, Singapore",545091.0,Seng Kang,1.3951499,103.8980618,37.74647887323944,43.94366197183099,4.084507042253522
Precise Optics,2,13,"Shan Road, Singapore 329550, Singapore",329550.0,Novena,1.3252963,103.8469,37.74647887323944,40.985915492957744,3.936619718309859
Papillon Florist Pte Ltd,2,10,"133 Jalan Bukit Merah, Singapore 160132, Singapore",160132.0,Bukit Merah,1.2795523,103.8274126,37.74647887323944,29.718309859154928,3.3732394366197185
Overseas Emporium (Pte) Ltd,2,22,"People's Park Complex, 02-67 1 Park Rd, Singapore 059108, Singapore",59108.0,Outram,1.2841159,103.8424418,37.74647887323944,67.6056338028169,5.267605633802817
NTUC FP Tampines St 11,2,7,"107 Tampines Street 11, Singapore 521108, Singapore",521108.0,Tampines,1.3483876,103.9480679,37.74647887323944,22.676056338028168,3.0211267605633805
NTUC FP Tai Seng,2,9,"Tai Seng, 33 Upper Paya Lebar Road, Singapore 534803, Singapore",534803.0,Toa Payoh,1.3358756,103.8877164,37.74647887323944,26.901408450704224,3.232394366197183
NTUC FP Shaw Plaza,2,3,"Shaw Plaza, 360 Balestier Road, Singapore 329783, Singapore",329783.0,Novena,1.3252572,103.8510491,37.74647887323944,11.690140845070422,2.471830985915493
NTUC FP Sengkang East Ave,2,5,"279 MSCP (SK92) and Shops, 279 Sengkang East Avenue, Singapore 540279, Singapore",540279.0,Seng Kang,1.3863837,103.893323,37.74647887323944,18.732394366197184,2.823943661971831
NTUC FP Seletar Mall,2,12,"Seletar Mall, 33 Sengkang West Avenue, Singapore 797653, Singapore",797653.0,Seng Kang,1.3915208,103.8760834,37.74647887323944,37.74647887323944,3.774647887323944
NTUC FP Punggol Plaza,2,26,"Punggol Plaza, 168 Punggol Field, Singapore 820168, Singapore",820168.0,Punggol,1.394228,103.913016,37.74647887323944,75.77464788732394,5.676056338028169
NTUC FP Punggol Oasis Terraces,2,10,"Oasis Terraces, 681 Punggol Drive, Singapore 820681, Singapore",820681.0,Punggol,1.4026301,103.9129247,37.74647887323944,29.718309859154928,3.3732394366197185
NTUC FP Kallang Wave Mall,2,11,"Kallang Wave Mall, Stadium Place, Singapore 397628, Singapore",397628.0,Kallang,1.3032243,103.8728714,37.74647887323944,33.80281690140845,3.5774647887323945
NTUC FP Hougang Mall,2,22,"Hougang Mall, 90 Hougang Avenue 10, Singapore 538766, Singapore",538766.0,Hougang,1.3725894,103.8937225,37.74647887323944,67.6056338028169,5.267605633802817
NTUC FP Eastpoint Mall,2,30,"East Point, Simei Street 6, Singapore 520256, Singapore",520256.0,Tampines,1.3427145,103.9530415,37.74647887323944,81.97183098591549,5.985915492957746
NTUC FP Dawson Place,2,15,"53 Commonwealth Avenue, Singapore 144053, Singapore",144053.0,Queenstown,1.2927082,103.8084,37.74647887323944,48.02816901408451,4.288732394366198
Li Li Cheng Supermarket (Punggol) Pte Ltd,2,15,"Punggol Regalia, 273C Punggol Place, Singapore 823273, Singapore",823273.0,Punggol,1.4023496,103.9012804,37.74647887323944,48.02816901408451,4.288732394366198
Lee Ah Lan Trading,2,8,"61 Teban Gardens Road, Singapore 600065, Singapore",600065.0,Jurong East,1.3221316,103.7384602,37.74647887323944,24.929577464788732,3.133802816901409
Hock Soon Ann,2,14,"73 Bedok South Avenue 3, Singapore 460073, Singapore",460073.0,Bedok,1.3199523,103.9439787,37.74647887323944,43.94366197183099,4.084507042253522
Goh Geok Kwee (Bukit Merah),2,18,"Blk 124, 01-144 Bukit Merah Lane 1, Singapore 150127, Singapore",150127.0,Bukit Merah,1.2862127,103.8034449,37.74647887323944,57.183098591549296,4.746478873239437
Gerk Chwee Trading,2,17,"10 Kensington Park Road, Singapore 557255, Singapore",557255.0,Serangoon Garden,1.3650374,103.8660568,37.74647887323944,54.7887323943662,4.626760563380282
Cheng Tai Boon Beng,2,14,"Orchard Plaza, 150 Orchard Road, Singapore 238841, Singapore",238841.0,Orchard,1.3010249,103.8410995,37.74647887323944,43.94366197183099,4.084507042253522
