Outlet,Group 1 Wins,Group 2 Wins,Full Address,Postal Code,Area,Latitude,Longitude,Group 1 Percentile Rank,Group 2 Percentile Rank,Luckiness
Cheng Chew Wah Agency (Bedok South),2,15,"17 Bedok South Road, Singapore 460017, Singapore",460017.0,Bedok,1.3202245,103.9357353,37.74647887323944,48.02816901408451,4.288732394366198
Cheers Hougang Ave 3,2,10,"23 Hougang Avenue 3, Singapore 530024, Singapore",530024.0,Hougang,1.3649403,103.8907136,37.74647887323944,29.718309859154928,3.3732394366197185
Balestier Khalsa Football Club,2,0,"Philips TP2, 622 Lorong 1 Toa Payoh, Singapore 319763, Singapore",319763.0,Toa Payoh,1.3346246,103.8428,37.74647887323944,0.5633802816901409,1.9154929577464792
A P Minimart Bedok Reservoir,2,12,"121 Bedok Reservoir Road, Singapore 470121, Singapore",470121.0,Bedok,1.331378,103.909657,37.74647887323944,37.74647887323944,3.774647887323944
7-Eleven Jalan Leban,2,12,"39 Jalan Leban, Singapore 574416, Singapore",574416.0,Ang Mo Kio,1.3732041,103.8307393,37.74647887323944,37.74647887323944,3.774647887323944
7-Eleven Foch Rd,2,9,"36 Foch Road, Singapore 209276, Singapore",209276.0,Kallang,1.3125522,103.8602028,37.74647887323944,26.901408450704224,3.232394366197183
7-Eleven Bukit Batok West Avenue 6,2,10,"132 Bukit Batok West Avenue 6, Singapore 650132, Singapore",650132.0,Bukit Batok,1.3503796,103.7457888,37.74647887323944,29.718309859154928,3.3732394366197185
Warriors Football Club (S),1,0,"Canadian International School, Boon Lay Way, Singapore 648164, Singapore",648164.0,Jurong West,1.3466409,103.7274,23.098591549295776,0.5633802816901409,1.1830985915492958
Uni-Foto Pte Ltd,1,10,"Lucky Plaza, 304 Orchard Road, Singapore 238863, Singapore",238863.0,Orchard,1.3043767,103.8338798,23.098591549295776,29.718309859154928,2.640845070422535
Tuas View,1,10,"67S Tuas South Avenue 1, Singapore 637601, Singapore",637601.0,Tuas Promenade,1.3138196,103.6257365,23.098591549295776,29.718309859154928,2.640845070422535
Springdale Garments Co,1,28,"408 Ang Mo Kio Avenue 10, Singapore 560408, Singapore",560408.0,Ang Mo Kio,1.3624694,103.8544125,23.098591549295776,79.01408450704224,5.105633802816901
Singapore Pools Yishun N4 Branch,1,29,"415, Yishun Ring Road, Singapore 760413, Singapore",760413.0,Yishun,1.4246239,103.8457337,23.098591549295776,80.70422535211267,5.190140845070422
Singapore Pools Woodlands N8 Branch,1,29,"Woodlands Avenue 2, Singapore 738526, Singapore",738526.0,Woodlands,1.4381922,103.7889597,23.098591549295776,80.70422535211267,5.190140845070422
Singapore Pools Upp Thomson Branch,1,3,"Opposite Sembawang Hills Food Centre, Upper Thomson Road, Singapore 574416, Singapore",574416.0,Ang Mo Kio,1.3725206,103.8285173,23.098591549295776,11.690140845070422,1.73943661971831
Singapore Pools Upp Boon Keng Branch,1,25,"UOB, 18 Upper Boon Keng Road, Singapore 380018, Singapore",380018.0,Kallang,1.314381,103.8720873,23.098591549295776,73.80281690140845,4.845070422535211
Singapore Pools Lengkok Bahru Branch,1,15,"Lengkok Bahru Heights, 63B Lengkok Bahru, Singapore 152063, Singapore",152063.0,Bukit Merah,1.2895097,103.8156477,23.098591549295776,48.02816901408451,3.5563380281690145
Singapore Pools Great World City Branch,1,15,"Great World City, 1 Kim Seng Promenade, Singapore 237994, Singapore",237994.0,Singapore River,1.2936417,103.8319293,23.098591549295776,48.02816901408451,3.5563380281690145
Singapore Pools Everton Park Branch,1,13,"7 Neil Road, Singapore 080007, Singapore",80007.0,Bukit Merah,1.277067,103.8393496,23.098591549295776,40.985915492957744,3.204225352112676
Singapore Pools Bishan N1 Branch,1,10,"152 Bishan Street 11, Singapore 570152, Singapore",570152.0,Bishan,1.3455241,103.8544795,23.098591549295776,29.718309859154928,2.640845070422535
Sheng Siong Marsiling Mall,1,3,"Marsiling Mall Hawker Centre, 4 Woodlands Street 12, Singapore 738623, Singapore",738623.0,Woodlands,1.4333206,103.7798555,23.098591549295776,11.690140845070422,1.73943661971831
River Hong Bao,1,2,"Jurong East Avenue 1, Singapore 600301, Singapore",600301.0,Jurong East,1.3436102,103.7357,23.098591549295776,7.746478873239436,1.5422535211267605
Prime Serangoon North,1,11,"542B Serangoon North Avenue 3, Singapore 552542, Singapore",552542.0,Serangoon,1.3735994,103.8713175,23.098591549295776,33.80281690140845,2.845070422535211
Prime Hougang,1,4,"941 Upper Serangoon Road, Singapore 534711, Singapore",534711.0,Hougang,1.3612182,103.8862529,23.098591549295776,15.352112676056336,1.9225352112676055
Prime Buangkok Square,1,7,"Buangkok Square Mall, 991 Buangkok Link, Singapore 530991, Singapore",530991.0,Hougang,1.3846918,103.8819586,23.098591549295776,22.676056338028168,2.288732394366197
Prime Admiralty Place,1,4,"678A Admiralty Wet Market & MSCP, Town Council Cycling Path, Singapore 738991, Singapore",738991.0,Woodlands,1.4404597,103.8017782,23.098591549295776,15.352112676056336,1.9225352112676055
Premier Security Co-operative Ltd,1,11,"Little India, Rochor Canal Road, Singapore 188505, Singapore",188505.0,Rochor,1.3095329,103.856624,23.098591549295776,33.80281690140845,2.845070422535211
Pinthely Floral Centre,1,12,"83 Commonwealth Close, Singapore 140083, Singapore",140083.0,Queenstown,1.304379,103.8001,23.098591549295776,37.74647887323944,3.042253521126761
Ong Eng Siang Trading,1,10,"71 Seng Poh Road, Singapore 168898, Singapore",168898.0,Bukit Merah,1.284286,103.8324117,23.098591549295776,29.718309859154928,2.640845070422535
NTUC FP Tiong Bahru Plaza,1,18,"Tiong Bahru Plaza, 302 Tiong Bahru Road, Singapore 164019, Singapore",164019.0,Bukit Merah,1.2866535,103.8271459,23.098591549295776,57.183098591549296,4.014084507042254
NTUC FP The Woodleigh Mall,1,2,"The Woodleigh Mall, 11 Bidadari Park Drive, Singapore 341115, Singapore",341115.0,Toa Payoh,1.3387347,103.8717689,23.098591549295776,7.746478873239436,1.5422535211267605
NTUC FP Telok Blangah Street 32,1,4,"78B Telok Blangah Street 32, Singapore 100066, Singapore",100066.0,Bukit Merah,1.2736662,103.8091203,23.098591549295776,15.352112676056336,1.9225352112676055
NTUC FP Square 2,1,3,"Novena, Irrawaddy Road, Singapore 307506, Singapore",307506.0,Novena,1.3205626,103.8440211,23.098591549295776,11.690140845070422,1.73943661971831
NTUC FP Senja Road,1,8,"Blk 628, 628 Senja Road, Singapore 670628, Singapore",670628.0,Bukit Panjang,1.3851246,103.7603397,23.098591549295776,24.929577464788732,2.4014084507042255
NTUC FP Paya Lebar Quarter,1,2,"Paya Lebar Quarter Retail Mall, 10 Paya Lebar Road, Singapore 409057, Singapore",409057.0,Geylang,1.3176666,103.8931627,23.098591549295776,7.746478873239436,1.5422535211267605
NTUC FP Parkway Parade,1,16,"Parkway Parade, 80 Marine Parade Road, Singapore 449269, Singapore",449269.0,Marine Parade,1.3013366,103.9052333,23.098591549295776,52.112676056338024,3.7605633802816896
NTUC FP Le Quest,1,1,"Le Quest, 10 Bukit Batok Street 41, Singapore 657990, Singapore",657990.0,Bukit Batok,1.3557406,103.7408842,23.098591549295776,3.2394366197183095,1.3169014084507042
NTUC FP Kallang Bahru,1,12,"71 Kallang Bahru, Singapore 330071, Singapore",330071.0,Kallang,1.3209366,103.8705671,23.098591549295776,37.74647887323944,3.042253521126761
NTUC FP Hougang St 21,1,19,"202 Hougang Street 21, Singapore 530202, Singapore",530202.0,Hougang,1.3575249,103.8839874,23.098591549295776,60.70422535211267,4.190140845070422
NTUC FP Hougang Point,1,5,"941 Upper Serangoon Road, Singapore 534711, Singapore",534711.0,Hougang,1.3612182,103.8862529,23.098591549295776,18.732394366197184,2.091549295774648
NTUC FP Hillion Mall,1,19,"Hillion Mall, 17 Petir Road, Singapore 678278, Singapore",678278.0,Bukit Panjang,1.378531,103.7632107,23.098591549295776,60.70422535211267,4.190140845070422
NTUC FP Coronation,1,7,"The Tresor, 28 Duchess Road, Singapore 269028, Singapore",269028.0,Bukit Timah,1.3239058,103.8074,23.098591549295776,22.676056338028168,2.288732394366197
NTUC FP Compassvale Link,1,4,"Compassvale Link, Singapore 540269, Singapore",540269.0,Compassvale,1.3835873,103.8951903,23.098591549295776,15.352112676056336,1.9225352112676055
NTUC FP Canberra Plaza,1,4,"Canberra Plaza, 133 Canberra View, Singapore 750133, Singapore",750133.0,Sembawang,1.4432641,103.8305674,23.098591549295776,15.352112676056336,1.9225352112676055
NTUC FP Bishan St 13,1,12,"510 Bishan Street 13, Singapore 570510, Singapore",570510.0,Bishan,1.3487352,103.8498826,23.098591549295776,37.74647887323944,3.042253521126761
NTUC FP Bedok North St 1,1,34,"212 Bedok North Street 1, Singapore 460212, Singapore",460212.0,Bedok,1.3259118,103.9315981,23.098591549295776,87.04225352112675,5.507042253521126
NTUC Foodfare - Seletar Mall,1,1,"Seletar Mall, 33 Sengkang West Avenue, Singapore 797653, Singapore",797653.0,Seng Kang,1.3915208,103.8760834,23.098591549295776,3.2394366197183095,1.3169014084507042
Nel's Store,1,8,"553 Bedok Reservoir Road, Singapore 479269, Singapore",479269.0,Bedok,1.3382986,103.9203,23.098591549295776,24.929577464788732,2.4014084507042255
Ichido Kopitiam City,1,8,"Kopitiam City, Sengkang Central, Singapore 545061, Singapore",545061.0,Seng Kang,1.3819067,103.8934239,23.098591549295776,24.929577464788732,2.4014084507042255
Hao Mart Geylang Lor 24,1,6,"448 Geylang Road, Singapore 389413, Singapore",389413.0,Geylang,1.3132758,103.8836595,23.098591549295776,20.845070422535212,2.1971830985915495
Goh Geok Kwee Agency,1,5,"84 Redhill Lane, Singapore 150084, Singapore",150084.0,Bukit Merah,1.2872356,103.8187506,23.098591549295776,18.732394366197184,2.091549295774648
Giant VivoCity,1,3,"VivoCity, 1 Harbourfront Avenue, Singapore 098585, Singapore",98585.0,Bukit Merah,1.2648859,103.8221267,23.098591549295776,11.690140845070422,1.73943661971831
Giant Sembawang Shopping Centre,1,12,"Sembawang Shopping Centre, 604 Sembawang Road, Singapore 758459, Singapore",758459.0,Sembawang,1.4414712,103.8245883,23.098591549295776,37.74647887323944,3.042253521126761
Giant Greenridge Shopping Centre,1,10,"Greenridge Shopping Centre, 524A Jelapang Road, Singapore 671524, Singapore",671524.0,Bukit Panjang,1.385545,103.7661474,23.098591549295776,29.718309859154928,2.640845070422535
Giant Edgefield Plains,1,10,"Waterway Banks, 671 Edgefield Plains, Singapore 820671, Singapore",820671.0,Punggol,1.4055435,103.9120056,23.098591549295776,29.718309859154928,2.640845070422535
Chua Seng Dept Store,1,3,"Pet Lovers Centre, 345 Bedok Road, Singapore 469530, Singapore",469530.0,Bedok,1.3313731,103.9473462,23.098591549295776,11.690140845070422,1.73943661971831
Chop Yeo Thong Heng (International Plaza),1,3,"International Plaza, 10 Anson Road, Singapore 079903, Singapore",79903.0,Downtown Core,1.275697,103.845748,23.098591549295776,11.690140845070422,1.73943661971831
Choice Decor Bedok North,1,12,"416 Bedok North Avenue 2, Singapore 460416, Singapore",460416.0,Bedok,1.3284617,103.9306227,23.098591549295776,37.74647887323944,3.042253521126761
China Square Betting Centre - Lottery Lobby (Public),1,1,"51 Telok Ayer Street, Singapore 048441, Singapore",48441.0,Downtown Core,1.2828631,103.8492472,23.098591549295776,3.2394366197183095,1.3169014084507042
Cheers Bedok North Street 3,1,15,"539 Bedok North Street 3, Singapore 460539, Singapore",460539.0,Bedok,1.3316948,103.9257663,23.098591549295776,48.02816901408451,3.5563380281690145
Bukit Merah Betting Centre - Lottery Lobby (Public),1,1,"169 Bukit Merah Central, Singapore 159838, Singapore",159838.0,Bukit Merah,1.2835217,103.8186889,23.098591549295776,3.2394366197183095,1.3169014084507042
B.H. Mini Mart,1,6,"St Andrew's Junior College, 5 Sorby Adams Drive, Singapore 357691, Singapore",357691.0,Toa Payoh,1.3339005,103.8632,23.098591549295776,20.845070422535212,2.1971830985915495
A P Mini Mart,1,7,"119 Potong Pasir Avenue 1, Singapore 350119, Singapore",350119.0,Toa Payoh,1.3350152,103.8631,23.098591549295776,22.676056338028168,2.288732394366197
7-Eleven Upp Thomson Road,1,12,"Opposite Sembawang Hills Food Centre, Upper Thomson Road, Singapore 574416, Singapore",574416.0,Ang Mo Kio,1.3725206,103.8285173,23.098591549295776,37.74647887323944,3.042253521126761
7-Eleven Erskine Rd,1,8,"25 Erskine Road, Singapore 069333, Singapore",69333.0,Downtown Core,1.2809093,103.8452225,23.098591549295776,24.929577464788732,2.4014084507042255
7-Eleven Clementi Street 11,1,7,"Blk 109, 109 Sunset Way, Singapore 120109, Singapore",120109.0,Clementi,1.3221737,103.7705122,23.098591549295776,22.676056338028168,2.288732394366197
7-Eleven Balestier Rd,1,1,"519 Balestier Road, Singapore 329853, Singapore",329853.0,Novena,1.3264948,103.8463065,23.098591549295776,3.2394366197183095,1.3169014084507042
Warriors Football Club (S),0,2,"Canadian International School, Boon Lay Way, Singapore 648164, Singapore",648164.0,Jurong West,1.3466409,103.7274,7.464788732394366,7.746478873239436,0.7605633802816901
Thiam Hoon Traders,0,7,"Blk 124, 01-144 Bukit Merah Lane 1, Singapore 150127, Singapore",150127.0,Bukit Merah,1.2862127,103.8034449,7.464788732394366,22.676056338028168,1.5070422535211268
The Little Plaza,0,1,,,,0.0,,7.464788732394366,3.2394366197183095,0.5352112676056338
Tampines Rovers Football Club,0,2,"Our Tampines Hub, 51 Tampines Avenue 4, Singapore 529684, Singapore",529684.0,Tampines,1.352771,103.940312,7.464788732394366,7.746478873239436,0.7605633802816901
STC Racecourse - Kranji 1,0,1,"39 Sungei Kadut Street 4, Singapore 729238, Singapore",729238.0,Reservoir View,1.421381,103.7475185,7.464788732394366,3.2394366197183095,0.5352112676056338
Singapore Racecourse - MRT Plaza (Public),0,1,"Singapore Turf Club, Woodlands Road, Singapore 738702, Singapore",738702.0,Sungei Kadut,1.424425,103.7617741,7.464788732394366,3.2394366197183095,0.5352112676056338
Singapore Pools Yishun N7 Branch,0,18,"Yishun Avenue 5, Singapore 768794, Singapore",768794.0,Yishun,1.430368,103.8353628,7.464788732394366,57.183098591549296,3.232394366197183
Singapore Pools Woodlands Centre,0,2,"1A Woodlands Centre Road, Singapore 730025, Singapore",730025.0,North Coast,1.4417189,103.7707833,7.464788732394366,7.746478873239436,0.7605633802816901
Singapore Pools Upp Serangoon Branch,0,3,"Upper Serangoon Road, Singapore 534682, Singapore",534682.0,Hougang,1.3576474,103.8824703,7.464788732394366,11.690140845070422,0.9577464788732394
Singapore Pools Rochor Centre Branch,0,1,"1 Rochor Road, Singapore 188425, Singapore",188425.0,Bugis,1.3025558,103.8548721,7.464788732394366,3.2394366197183095,0.5352112676056338
Singapore Pools Lor 4 Toa Payoh Branch,0,16,"85 Lorong 4 Toa Payoh, Singapore 310085, Singapore",310085.0,Toa Payoh,1.3363138,103.848503,7.464788732394366,52.112676056338024,2.9788732394366195
Singapore Pools Jalan Batu Branch,0,16,"7 Kampong Kayu Road, Singapore 431001, Singapore",431001.0,Kallang,1.3025083,103.8836721,7.464788732394366,52.112676056338024,2.9788732394366195
Singapore Pools Commonwealth Crescent Branch,0,11,"116 Commonwealth Crescent, Singapore 140116, Singapore",140116.0,Queenstown,1.3069324,103.8000377,7.464788732394366,33.80281690140845,2.063380281690141
Singapore Pools Changi Rd Branch,0,13,"324K Changi Road, Singapore 419785, Singapore",419785.0,Bedok,1.3179055,103.908016,7.464788732394366,40.985915492957744,2.4225352112676055
Sheng Siong Woodlands Drive 16,0,2,"573 Woodlands Drive 16, Singapore 730573, Singapore",730573.0,Woodlands,1.4309488,103.7985447,7.464788732394366,7.746478873239436,0.7605633802816901
Sheng Siong Tampines Ave 9,0,3,"602B Tampines Avenue 9, Singapore 522602, Singapore",522602.0,Tampines,1.3612331,103.9375882,7.464788732394366,11.690140845070422,0.9577464788732394
Sheng Siong Senja Close,0,1,"643 Senja Road, Singapore 670642, Singapore",670642.0,Bukit Panjang,1.3878715,103.7630773,7.464788732394366,3.2394366197183095,0.5352112676056338
Sheng Siong Sengkang West Avenue,0,5,"455 Sengkang West Avenue, Singapore 790455, Singapore",790455.0,Seng Kang,1.3920742,103.8712149,7.464788732394366,18.732394366197184,1.3098591549295775
Sheng Siong Jalan Berseh,0,4,"New World Centre, 1 Jalan Berseh, Singapore 209037, Singapore",209037.0,Rochor,1.3077714,103.8570934,7.464788732394366,15.352112676056336,1.1408450704225352
Serangoon Avenue 3   Betting Centre - Lottery Lobby (Public),0,1,"322 Serangoon Avenue 3, Singapore 550322, Singapore",550322.0,Serangoon,1.3515054,103.8682342,7.464788732394366,3.2394366197183095,0.5352112676056338
Seng Yeok Chan Agency,0,24,"338 Ang Mo Kio Street 32, Singapore 560338, Singapore",560338.0,Ang Mo Kio,1.3636436,103.848827,7.464788732394366,71.9718309859155,3.9718309859154934
Rangoon Betting Centre - Lottery Lobby (Public),0,4,"Worcester Road, Singapore 218903, Singapore",218903.0,Kallang,1.3132459,103.8525,7.464788732394366,15.352112676056336,1.1408450704225352
Prime Century Square,0,15,"Century Square, 2 Tampines Central 5, Singapore 529509, Singapore",529509.0,Tampines,1.3522704,103.9438833,7.464788732394366,48.02816901408451,2.774647887323944
Poon Long Heng,0,2,"716 Yishun Street 71, Singapore 760716, Singapore",760716.0,Yishun,1.426455,103.827678,7.464788732394366,7.746478873239436,0.7605633802816901
NTUC FP Wisteria Mall,0,3,"Wisteria Mall, 598 Yishun Ring Road, Singapore 768698, Singapore",768698.0,Yishun,1.418208,103.8411267,7.464788732394366,11.690140845070422,0.9577464788732394
NTUC FP VivoCity,0,8,"VivoCity, 1 Harbourfront Avenue, Singapore 098585, Singapore",98585.0,Bukit Merah,1.2648859,103.8221267,7.464788732394366,24.929577464788732,1.6197183098591548
NTUC FP The Woodgrove,0,12,"The Woodgrove, 30 Woodlands Avenue 1, Singapore 739065, Singapore",739065.0,Woodlands,1.42895,103.781124,7.464788732394366,37.74647887323944,2.2605633802816905
NTUC FP Punggol Walk,0,7,"Waterway Terraces, 308B Punggol Walk, Singapore 822308, Singapore",822308.0,Punggol,1.4076875,103.8997453,7.464788732394366,22.676056338028168,1.5070422535211268
NTUC FP Killiney Rd,0,15,"Doctor Jay Medical Center, 113 Killiney Road, Singapore 239546, Singapore",239546.0,River Valley,1.298006,103.8386113,7.464788732394366,48.02816901408451,2.774647887323944
NTUC FP Bukit Timah Plaza,0,11,"Bukit Timah Plaza, 1 Jalan Anak Bukit, Singapore 588996, Singapore",588996.0,Bukit Timah,1.3387468,103.7786758,7.464788732394366,33.80281690140845,2.063380281690141
Majestic Betting Centre - Lottery Lobby (Public),0,1,"2 Leonie Hill Road, Singapore 238372, Singapore",238372.0,Leonie Hill,1.2976902,103.8343,7.464788732394366,3.2394366197183095,0.5352112676056338
Lee Wah TV & Electric Co,0,14,"Asia Hardware PTE LTD, Geylang Road, Singapore 389509, Singapore",389509.0,Geylang,1.3142787,103.8874656,7.464788732394366,43.94366197183099,2.570422535211268
Keppel Credit Union Co-operative Ltd,0,7,,,,0.0,,7.464788732394366,22.676056338028168,1.5070422535211268
Jurong East Betting Centre - Lottery Lobby (Public),0,2,"352 Jurong East Street 31, Singapore 600352, Singapore",600352.0,Jurong East,1.3450286,103.730396,7.464788732394366,7.746478873239436,0.7605633802816901
Holland Drive Betting Outlet - Lottery Lobby (Public),0,4,"14A Ghim Moh Road, Singapore 271014, Singapore",271014.0,Queenstown,1.3088172,103.7902,7.464788732394366,15.352112676056336,1.1408450704225352
Hin Teck Leong Trading Company,0,30,"Little India, Rochor Canal Road, Singapore 188505, Singapore",188505.0,Rochor,1.3078063,103.8522,7.464788732394366,81.97183098591549,4.471830985915493
Hao Mart Westgate,0,1,"Westgate, 3 Gateway Drive, Singapore 608532, Singapore",608532.0,Jurong East,1.3343054,103.7428429,7.464788732394366,3.2394366197183095,0.5352112676056338
Hao Mart Punggol Walk,0,4,"Waterway Terraces, 308C Punggol Walk, Singapore 823308, Singapore",823308.0,Punggol,1.4081951,103.8989122,7.464788732394366,15.352112676056336,1.1408450704225352
Giant Tanjong Katong,0,2,"Joo Chiat Road, Singapore 428820, Singapore",428820.0,Marine Parade,1.3059671,103.9049556,7.464788732394366,7.746478873239436,0.7605633802816901
Giant Buangkok Cresent,0,10,"982 Buangkok Green, Singapore 532987, Singapore",532987.0,Hougang,1.3807848,103.8792652,7.464788732394366,29.718309859154928,1.8591549295774648
Geylang International FC,0,2,"Goodwood Park Hotel, 22 Scotts Road, Singapore 228221, Singapore",228221.0,Orchard,1.3078062,103.8341,7.464788732394366,7.746478873239436,0.7605633802816901
Food Republic i12 Katong,0,2,"i12 Katong, 112 East Coast Road, Singapore 428802, Singapore",428802.0,Marine Parade,1.3052934,103.9051599,7.464788732394366,7.746478873239436,0.7605633802816901
Choice Decor Co-Operative Society Ltd,0,18,"28 Sin Ming Drive, Singapore 575624, Singapore",575624.0,Bishan,1.3569044,103.8364,7.464788732394366,57.183098591549296,3.232394366197183
China Square Betting Centre - Level 2,0,1,"51 Telok Ayer Street, Singapore 048441, Singapore",48441.0,Downtown Core,1.2828631,103.8492472,7.464788732394366,3.2394366197183095,0.5352112676056338
Cheers Woodlands Centre,0,4,"50 Woodlands Industrial Park D Street 2, Singapore 738799, Singapore",738799.0,Kranji,1.4342695,103.7679,7.464788732394366,15.352112676056336,1.1408450704225352
Cheers Northshore Plaza II,0,3,"Northshore Plaza II, 418 Northshore Drive, Singapore 820418, Singapore",820418.0,Punggol,1.417666,103.9013141,7.464788732394366,11.690140845070422,0.9577464788732394
Cheers Maude Rd,0,2,"65 Maude Road, Singapore 208510, Singapore",208510.0,Lavender,1.3080797,103.8582491,7.464788732394366,7.746478873239436,0.7605633802816901
Bedok Betting Centre - Lottery Lobby (Public),0,3,"New Upper Changi Road, Singapore 460223, Singapore",460223.0,Bedok,1.3236038,103.9273405,7.464788732394366,11.690140845070422,0.9577464788732394
Balestier Khalsa Football Club,0,5,"Giffard Mansion, Balestier Road, Singapore 329832, Singapore",329832.0,Novena,1.3260311,103.8492,7.464788732394366,18.732394366197184,1.3098591549295775
7-Eleven Tai Thong Crescent,0,5,"25 Tai Thong Crescent, Singapore 347857, Singapore",347857.0,Toa Payoh,1.3290505,103.8696971,7.464788732394366,18.732394366197184,1.3098591549295775
7-Eleven Kim Tian,0,1,"126C Kim Tian Road, Singapore 160121, Singapore",160121.0,Bukit Merah,1.2824863,103.8291805,7.464788732394366,3.2394366197183095,0.5352112676056338
7-Eleven Esplanade MRT Station,0,5,"South Beach Avenue, Esplanade Xchange, Singapore 189560, Singapore",189560.0,Downtown Core,1.2940432,103.8554093,7.464788732394366,18.732394366197184,1.3098591549295775
