Outlet,Group 1 Wins,Group 2 Wins,Full Address,Postal Code,Area,Latitude,Longitude,Group 1 Z-Score,Group 2 Z-Score,Luckiness Index
Teo Khar Bee Agency,4,26,"72 Redhill Road, Singapore 150072, Singapore",150072.0,Bukit Merah,1.2872356,103.8162,0.12029514490055122,0.5480715413179629,0.33418334310925707
Tay Ah Tho Trading,4,19,"768 Woodlands Avenue 6, Singapore 732799, Singapore",732799.0,Woodlands,1.445962,103.798159,0.12029514490055122,0.05186354738814488,0.08607934614434805
Tan Kai Huat Provision Shop,4,14,"123 Hougang Avenue 1, Singapore 530123, Singapore",530123.0,Hougang,1.3533485,103.8861709,0.12029514490055122,-0.30257073399029655,-0.09113779454487267
Singapore Pools Silat Ave Branch,4,11,"150 Silat Avenue, Singapore 160150, Singapore",160150.0,Bukit Merah,1.2770211,103.8314085,0.12029514490055122,-0.5152313028173614,-0.1974680789584051
Singapore Pools LOT One Branch,4,11,"Lot One Shoppers' Mall, 21 Choa Chu Kang Avenue 4, Singapore 689812, Singapore",689812.0,Choa Chu Kang,1.3849961,103.7451511,0.12029514490055122,-0.5152313028173614,-0.1974680789584051
Singapore Pools Jalan Tiga Branch,4,33,"41 Jalan Tiga, Singapore 390041, Singapore",390041.0,Geylang,1.3078367,103.8847076,0.12029514490055122,1.0442795352477807,0.5822873400741659
Singapore Pools Ghim Moh Branch,4,13,"21 Ghim Moh Road, Singapore 270021, Singapore",270021.0,Queenstown,1.3100933,103.7884694,0.12029514490055122,-0.3734575902659848,-0.1265812226827168
Singapore Pools Geylang Bahru Branch,4,16,"68 Geylang Bahru, Singapore 330068, Singapore",330068.0,Kallang,1.3222623,103.8704758,0.12029514490055122,-0.16079702143891997,-0.020250938269184372
Singapore Pools Funan Branch,4,6,"Funan, 107 North Bridge Road, Singapore 179105, Singapore",179105.0,Downtown Core,1.2912647,103.8501932,0.12029514490055122,-0.8696655841958028,-0.37468521964762574
Singapore Pools Chinatown Point Branch,4,55,"3 McCallum Street, Singapore 069047, Singapore",69047.0,Downtown Core,1.2796704,103.8475525,0.12029514490055122,2.6037903733129233,1.3620427591067372
Singapore Pools Chin Swee Branch,4,14,"53 Chin Swee Road, Singapore 160053, Singapore",160053.0,Outram,1.2876753,103.8415514,0.12029514490055122,-0.30257073399029655,-0.09113779454487267
Singapore Pools Cheong Chin Nam Rd Branch,4,21,"5 Cheong Chin Nam Road, Singapore 599744, Singapore",599744.0,Hillview,1.3424696,103.7753346,0.12029514490055122,0.19363725993952144,0.15696620242003634
Singapore Pools Bukit Batok Central Branch,4,39,"642 Bukit Batok Central, Singapore 650642, Singapore",650642.0,Bukit Batok,1.3489923,103.7517942,0.12029514490055122,1.4696006729019104,0.7949479089012308
Singapore Pools Beo Crescent Branch,4,20,"36 Beo Crescent, Singapore 160040, Singapore",160040.0,Bukit Merah,1.2883928,103.8270797,0.12029514490055122,0.12275040366383316,0.12152277428219219
Singapore Pools Bedok North Branch,4,22,"Bedok North Road, Singapore 460516, Singapore",460516.0,Bedok,1.3306806,103.9305125,0.12029514490055122,0.2645241162152097,0.19240963055788046
Singapore Pools 88 Circuit Rd Branch,4,21,"88 Pipit Road, Singapore 370088, Singapore",370088.0,Geylang,1.3236883,103.8858681,0.12029514490055122,0.19363725993952144,0.15696620242003634
Sheng Moh Fruits & Provision Store,4,9,"1A Jalan Mas Puteh, Singapore 128607, Singapore",128607.0,Clementi,1.3083357,103.7621136,0.12029514490055122,-0.6570050153687379,-0.2683549352340933
Prime Keat Hong,4,13,"Keat Hong Shopping Centre, 253 Choa Chu Kang Avenue 1, Singapore 680253, Singapore",680253.0,Choa Chu Kang,1.3780745,103.7442567,0.12029514490055122,-0.3734575902659848,-0.1265812226827168
OCN (Singapore) Pte Ltd,4,30,"Hotel Clover Hongkong Street, Central Water Catchment, Singapore",,Central Water Catchment,1.352083,103.819836,0.12029514490055122,0.831618966420716,0.4759570556606336
NTUC FP Yung Kuang Road,4,15,"65 Yung Kuang Road, Singapore 610065, Singapore",610065.0,Jurong West,1.3322984,103.7226983,0.12029514490055122,-0.23168387771460824,-0.05569436640702851
NTUC FP Warehouse Club,4,15,"82 Joo Koon Circle, Singapore 638356, Singapore",638356.0,Pioneer,1.3272042,103.6761,0.12029514490055122,-0.23168387771460824,-0.05569436640702851
NTUC FP Thomson Plaza,4,33,"Thomson Plaza, 301 Upper Thomson Road, Singapore 574408, Singapore",574408.0,Bishan,1.3548,103.8308,0.12029514490055122,1.0442795352477807,0.5822873400741659
NTUC FP Marine Parade Central,4,9,"84 Marine Parade Central, Singapore 440084, Singapore",440084.0,Marine Parade,1.302042,103.9065384,0.12029514490055122,-0.6570050153687379,-0.2683549352340933
NTUC FP Lorong 4 Toa Payoh,4,15,"192 Lorong 4 Toa Payoh, Singapore 310192, Singapore",310192.0,Toa Payoh,1.3318475,103.8507613,0.12029514490055122,-0.23168387771460824,-0.05569436640702851
NTUC FP E!Hub @ Downtown East,4,13,"Downtown East, 1 Pasir Ris Close, Singapore 519599, Singapore",519599.0,Pasir Ris,1.3774243,103.9549567,0.12029514490055122,-0.3734575902659848,-0.1265812226827168
NTUC FP Clementi Avenue 2,4,14,"352 Clementi Avenue 2, Singapore 120352, Singapore",120352.0,Clementi,1.3144477,103.7711383,0.12029514490055122,-0.30257073399029655,-0.09113779454487267
NTUC FP Changi Business Park,4,19,"Airport Boulevard, Singapore 819658, Singapore",819658.0,Changi,1.3450101,103.9832089,0.12029514490055122,0.05186354738814488,0.08607934614434805
Ng Nam Thye Trading - Ang Mo Kio Ave 3,4,17,"51@AMK, 51 Ang Mo Kio Avenue 3, Singapore 569922, Singapore",569922.0,Ang Mo Kio,1.3692079,103.8470408,0.12029514490055122,-0.08991016516323169,0.015192489868659766
Golden Lagoon Trading,4,15,"136 Marsiling Road, Singapore 730136, Singapore",730136.0,Woodlands,1.4385524,103.7777004,0.12029514490055122,-0.23168387771460824,-0.05569436640702851
Giant Beauty World Centre,4,23,"Beauty World Centre, 144 Upper Bukit Timah Road, Singapore 588177, Singapore",588177.0,,1.3422789,103.7761675,0.12029514490055122,0.335410972490898,0.22785305869572461
FP Xpress MacPherson,4,18,"Merpati Road, Singapore 370078, Singapore",370078.0,Geylang,1.3273112,103.8852397,0.12029514490055122,-0.019023308887543406,0.05063591800650391
Cold Storage Compass One,4,27,"Compass One, 1 Sengkang Square, Singapore 545078, Singapore",545078.0,Seng Kang,1.3917911,103.8948801,0.12029514490055122,0.6189583975936511,0.3696267712471012
Chuan Hao Departmental Store,4,5,"Singapore Polytechnic, 500 Dover Road, Singapore 139651, Singapore",139651.0,Queenstown,1.3075788,103.7818,0.12029514490055122,-0.9405524404714911,-0.4101286477854699
Chop Yeo Thong Heng,4,9,"83 Macpherson Lane, Singapore 368230, Singapore",368230.0,Macpherson,1.3316515,103.8853123,0.12029514490055122,-0.6570050153687379,-0.2683549352340933
Chong Hoe Tong,4,16,"21 Lorong 7 Toa Payoh, Singapore 310021, Singapore",310021.0,Toa Payoh,1.3354867,103.857473,0.12029514490055122,-0.16079702143891997,-0.020250938269184372
Cheng Chew Wah Agency,4,17,"20 Frankel Terrace, Singapore 416551, Singapore",416551.0,Frankel,1.3190577,103.9145234,0.12029514490055122,-0.08991016516323169,0.015192489868659766
Cheers Haig Rd,4,14,"12 Haig Road, Singapore 430012, Singapore",430012.0,Geylang,1.315608,103.8959868,0.12029514490055122,-0.30257073399029655,-0.09113779454487267
7-Eleven McCallum Street,4,27,"3 McCallum Street, Singapore 069047, Singapore",69047.0,Downtown Core,1.2797323,103.8475943,0.12029514490055122,0.6189583975936511,0.3696267712471012
7-Eleven Chua Chu Kang Drive,4,22,"Blk 689B, Choa Chu Kang Crescent, Singapore 681672, Singapore",681672.0,Choa Chu Kang,1.403112,103.7497763,0.12029514490055122,0.2645241162152097,0.19240963055788046
7-Eleven Changi,4,16,"Airport Boulevard, Singapore 819658, Singapore",819658.0,Changi,1.3450101,103.9832089,0.12029514490055122,-0.16079702143891997,-0.020250938269184372
Tan Ah Leck Trading Jurong East,3,4,"151 Bukit Batok Street 11, Singapore 650151, Singapore",650151.0,Bukit Batok,1.3486319,103.7443246,-0.1974994916277705,-1.0114392967471793,-0.6044693941874749
Tan Ah Leck Trading,3,23,"151 Bukit Batok Street 11, Singapore 650151, Singapore",650151.0,Bukit Batok,1.3486319,103.7443246,-0.1974994916277705,0.335410972490898,0.06895574043156376
Superbowl Jurong Pte Ltd,3,22,"SuperBowl Jurong, 1 Yuan Ching Road, Singapore 618640, Singapore",618640.0,Jurong West,1.3259058,103.724653,-0.1974994916277705,0.2645241162152097,0.03351231229371961
Singapore Pools Yishun N2 Branch,3,21,"Yishun Avenue 5, Singapore 768794, Singapore",768794.0,Yishun,1.430368,103.8353628,-0.1974994916277705,0.19363725993952144,-0.0019311158441245313
Singapore Pools Telok Blangah Crescent Branch,3,19,"6 Telok Blangah Crescent, Singapore 090008, Singapore",90008.0,Bukit Merah,1.2781865,103.8186647,-0.1974994916277705,0.05186354738814488,-0.07281797211981281
Singapore Pools Teban Gardens Branch,3,15,"37 Teban Gardens Road, Singapore 600037, Singapore",600037.0,,1.3205297,103.742544,-0.1974994916277705,-0.23168387771460824,-0.2145916846711894
Singapore Pools Sim Lim Square Branch,3,21,"Sim Lim Square, 1 Rochor Canal Road, Singapore 188504, Singapore",188504.0,Rochor,1.3030825,103.8528968,-0.1974994916277705,0.19363725993952144,-0.0019311158441245313
Singapore Pools Peace Centre Branch,3,17,"1 #03-01/02/03 Sophia Road Peace Centre, Singapore 188351, Singapore",188351.0,Rochor,1.3015125,103.8496184,-0.1974994916277705,-0.08991016516323169,-0.14370482839550108
Singapore Pools Pasir Ris N7 Branch,3,25,"Pasir Ris Drive 1, Singapore 518070, Singapore",518070.0,Pasir Ris,1.3720937,103.9473728,-0.1974994916277705,0.47718468504227457,0.13984259670725202
Singapore Pools Bukit Gombak Branch,3,26,"374 Bukit Batok Street 31, Singapore 650374, Singapore",650374.0,Bukit Batok,1.3583104,103.750449,-0.1974994916277705,0.5480715413179629,0.1752860248450962
Singapore Pools Ang Mo Kio N2A Branch,3,23,"North-South Corridor, Singapore 560728, Singapore",560728.0,Ang Mo Kio,1.3691149,103.8454342,-0.1974994916277705,0.335410972490898,0.06895574043156376
Sheng Siong Tanglin Halt Road,3,19,"Commonwealth View, 88 Tanglin Halt Road, Singapore 141088, Singapore",141088.0,Queenstown,1.3013864,103.79844,-0.1974994916277705,0.05186354738814488,-0.07281797211981281
Seah Geok Eng Agency,3,31,"Rivervale Plaza, 118 Rivervale Drive, Singapore 540118, Singapore",540118.0,Seng Kang,1.385716,103.9020016,-0.1974994916277705,0.9025058226964042,0.3525031655343169
NTUC FP Yew Tee Point,3,19,"Yew Tee Point, Choa Chu Kang North 6, Singapore 689580, Singapore",689580.0,Choa Chu Kang,1.3974014,103.7467406,-0.1974994916277705,0.05186354738814488,-0.07281797211981281
NTUC FP Woodlands Civic Centre,3,19,"Woodlands Civic Centre, 900 South Woodlands Drive, Singapore 730900, Singapore",730900.0,Woodlands,1.4350059,103.7869203,-0.1974994916277705,0.05186354738814488,-0.07281797211981281
NTUC FP Tampines St 44,3,12,"475 Tampines Street 44, Singapore 520471, Singapore",520471.0,Tampines,1.3603807,103.9532074,-0.1974994916277705,-0.4443444465416731,-0.3209219690847218
NTUC FP Tampines St  83,3,19,"Tampines Central Community Club, 866A Tampines Street 83, Singapore 521866, Singapore",521866.0,Tampines,1.3554401,103.9346654,-0.1974994916277705,0.05186354738814488,-0.07281797211981281
NTUC FP Rivervale Mall,3,8,"Rivervale Mall, 11 Rivervale Crescent, Singapore 545082, Singapore",545082.0,Seng Kang,1.3919537,103.9047236,-0.1974994916277705,-0.7278918716444263,-0.46269568163609837
NTUC FP New Upper Changi Road,3,17,"57 New Upper Changi Road, Singapore 461057, Singapore",461057.0,Bedok,1.3246666,103.9414375,-0.1974994916277705,-0.08991016516323169,-0.14370482839550108
NTUC FP Marsiling MRT Station,3,20,"71 Woodlands Avenue 3, Singapore 739044, Singapore",739044.0,Woodlands West,1.4323902,103.7741183,-0.1974994916277705,0.12275040366383316,-0.03737454398196867
NTUC FP Limbang Shopping Centre,3,15,"Limbang Shopping Centre, Choa Chu Kang North 5, Singapore 680533, Singapore",680533.0,Choa Chu Kang,1.3920843,103.7433168,-0.1974994916277705,-0.23168387771460824,-0.2145916846711894
NTUC FP Jem,3,40,"JEM, 50 Jurong Gateway Road, Singapore 608549, Singapore",608549.0,Jurong East,1.332647,103.7433111,-0.1974994916277705,1.5404875291775988,0.6714940187749141
NTUC FP Century Square,3,4,"Century Square, 2 Tampines Central 5, Singapore 529509, Singapore",529509.0,Tampines,1.3525968,103.9436741,-0.1974994916277705,-1.0114392967471793,-0.6044693941874749
NTUC FP Bukit Panjang Plaza,3,21,"Bukit Panjang Plaza, 1 Jelebu Road, Singapore 677743, Singapore",677743.0,Bukit Panjang,1.3803722,103.7642617,-0.1974994916277705,0.19363725993952144,-0.0019311158441245313
Nalayanee Trading Enterprise,3,12,"129 Upper Paya Lebar Road, Singapore 534829, Singapore",534829.0,Toa Payoh,1.3384901,103.8864474,-0.1974994916277705,-0.4443444465416731,-0.3209219690847218
Lim Heng Ee Trading Pte. Ltd.,3,15,"41 Kallang Place, Singapore 339153, Singapore",339153.0,Kallang Bahru,1.3155916,103.8693,-0.1974994916277705,-0.23168387771460824,-0.2145916846711894
Li Thoe Trading,3,23,"119 Aljunied Avenue 2, Singapore 380119, Singapore",380119.0,Geylang,1.3192072,103.886444,-0.1974994916277705,0.335410972490898,0.06895574043156376
Kwek Lee Eng Agency,3,17,"Textile Centre, 200 Jalan Sultan, Singapore 199018, Singapore",199018.0,Kallang,1.3038262,103.8614018,-0.1974994916277705,-0.08991016516323169,-0.14370482839550108
Kim Chwee Trading,3,18,"Blk A #01-04 Kaki Bukit Avenue 6, Singapore 417883, Singapore",417883.0,Paya Lebar,1.341353,103.912393,-0.1974994916277705,-0.019023308887543406,-0.10826140025765696
Hougang United Football Club,3,5,"617, Hougang Avenue 2, Singapore 530631, Singapore",530631.0,Hougang,1.3695122,103.8834,-0.1974994916277705,-0.9405524404714911,-0.5690259660496308
Giant Pioneer Mall,3,21,"Pioneer Mall, 638 Jurong West Street 61, Singapore 640638, Singapore",640638.0,Jurong West,1.3418699,103.6973858,-0.1974994916277705,0.19363725993952144,-0.0019311158441245313
Giant Paya Lebar Square,3,22,"Paya Lebar Square, 60 Paya Lebar Road, Singapore 409051, Singapore",409051.0,Geylang,1.3191135,103.8924858,-0.1974994916277705,0.2645241162152097,0.03351231229371961
Giant Compassvale Bow,3,14,"266 Compassvale Bow, Singapore 540266, Singapore",540266.0,Seng Kang,1.3817505,103.8969228,-0.1974994916277705,-0.30257073399029655,-0.2500351128090335
Everbright  Services,3,18,"Depot Heights Shopping Centre, 108 Depot Road, Singapore 100108, Singapore",100108.0,Bukit Merah,1.2812742,103.8099871,-0.1974994916277705,-0.019023308887543406,-0.10826140025765696
Chua Hong Kim Trading,3,25,"237 Serangoon Avenue 3, Singapore 550253, Singapore",550253.0,Serangoon,1.3536057,103.8698424,-0.1974994916277705,0.47718468504227457,0.13984259670725202
7-Eleven Sin Ming,3,13,"244 Upper Thomson Road, Singapore 574369, Singapore",574369.0,Bishan,1.3533996,103.8346195,-0.1974994916277705,-0.3734575902659848,-0.28547854094687763
7-Eleven Plaza Singapura,3,19,"Plaza Singapura, 68 Orchard Road, Singapore 238839, Singapore",238839.0,Museum,1.3003302,103.8451764,-0.1974994916277705,0.05186354738814488,-0.07281797211981281
7-Eleven Circular Rd,3,11,"73 Circular Road, Singapore 049423, Singapore",49423.0,Singapore River,1.2866714,103.8490196,-0.1974994916277705,-0.5152313028173614,-0.35636539722256594
7-Eleven Big Mac Centre,3,1,"51@AMK, 51 Ang Mo Kio Avenue 3, Singapore 569922, Singapore",569922.0,Ang Mo Kio,1.3692898,103.8471818,-0.1974994916277705,-1.224099865574244,-0.7107996786010073
7-Eleven Bedok North Street 2,3,17,"Bedok North Street 2, Singapore 460122, Singapore",460122.0,Bedok North,1.3286351,103.9372078,-0.1974994916277705,-0.08991016516323169,-0.14370482839550108
Yeo Kean Fatt Dept Store,2,6,"17 Bedok South Road, Singapore 460017, Singapore",460017.0,Bedok,1.3201238,103.9354484,-0.5152941281560922,-0.8696655841958028,-0.6924798561759475
U Stars Keat Hong Link,2,5,"817 Keat Hong Link, Singapore 680817, Singapore",680817.0,Choa Chu Kang,1.3776376,103.7495902,-0.5152941281560922,-0.9405524404714911,-0.7279232843137917
Tampines Trading 824,2,16,"824 Tampines Street 81, Singapore 520824, Singapore",520824.0,Tampines,1.3490499,103.9327527,-0.5152941281560922,-0.16079702143891997,-0.3380455747975061
Singapore Pools Lorong Lew Lian Branch,2,16,"2 Lorong Lew Lian, Singapore 531002, Singapore",531002.0,Serangoon,1.3505921,103.8757788,-0.5152941281560922,-0.16079702143891997,-0.3380455747975061
Singapore Pools Geylang Rd Branch,2,6,"139 Geylang Road, Singapore 389226, Singapore",389226.0,Kampong Bugis,1.3111923,103.8741106,-0.5152941281560922,-0.8696655841958028,-0.6924798561759475
Singapore Pools Fajar Rd Branch,2,19,"Fajar Shopping Centre, 445 Fajar Road, Singapore 670445, Singapore",670445.0,Bukit Panjang,1.3834015,103.7712169,-0.5152941281560922,0.05186354738814488,-0.23171529038397368
Singapore Pools Empress Rd Branch,2,16,"8 Empress Road, Singapore 266227, Singapore",266227.0,Bukit Timah,1.3163869,103.8053655,-0.5152941281560922,-0.16079702143891997,-0.3380455747975061
Singapore Pools Chai Chee Branch,2,11,"36 Chai Chee Road, Singapore 461036, Singapore",461036.0,Bedok,1.3253661,103.9253322,-0.5152941281560922,-0.5152313028173614,-0.5152627154867269
Singapore Pools Canberra Branch,2,24,"SWSB20, 505 Canberra Link, Singapore 750505, Singapore",750505.0,Sembawang,1.4502245,103.8227708,-0.5152941281560922,0.40629782876658627,-0.05449814969475297
Singapore Pools Bukit Batok N3 Branch,2,11,"324 Bukit Batok Street 33, Singapore 650324, Singapore",650324.0,Bukit Batok,1.3621626,103.7478577,-0.5152941281560922,-0.5152313028173614,-0.5152627154867269
Singapore Pools Balestier Rd Branch,2,10,"Blk 2, 2 Balestier Road, Singapore 329901, Singapore",329901.0,Novena,1.3262024,103.8423091,-0.5152941281560922,-0.5861181590930497,-0.5507061436245709
Seah Koon Huat (Boon Tiong Rd),2,11,"Tiong Bahru View, 11A Boon Tiong Road, Singapore 161011, Singapore",161011.0,Bukit Merah,1.2861153,103.8289494,-0.5152941281560922,-0.5152313028173614,-0.5152627154867269
Seah Geok Eng Upper Serangoon View,2,11,"31 Upper Serangoon View, Singapore 534237, Singapore",534237.0,Kangkar,1.3748539,103.9030884,-0.5152941281560922,-0.5152313028173614,-0.5152627154867269
S E Store,2,13,"41 West Coast Highway, Singapore 119615, Singapore",119615.0,Port,1.285532,103.7675,-0.5152941281560922,-0.3734575902659848,-0.4443758592110385
Prime Yishun Ave 6,2,2,"334A Yishun Street 31, Singapore 761334, Singapore",761334.0,Yishun East,1.432994,103.8453055,-0.5152941281560922,-1.153213009298556,-0.834253568727324
Prime Woodlands,2,15,"Sing Lun Building, 30 Marsiling Lane, Singapore 730210, Singapore",730210.0,Woodlands,1.4480459,103.7759,-0.5152941281560922,-0.23168387771460824,-0.37348900293535026
Prime Joo Seng,2,2,"1 Upper Aljunied Lane, Singapore 360004, Singapore",360004.0,Toa Payoh,1.3343555,103.878653,-0.5152941281560922,-1.153213009298556,-0.834253568727324
Prime Compassvale St,2,14,"Compassvale Street, Singapore 545091, Singapore",545091.0,Seng Kang,1.3951499,103.8980618,-0.5152941281560922,-0.30257073399029655,-0.4089324310731944
Precise Optics,2,13,"Shan Road, Singapore 329550, Singapore",329550.0,Novena,1.3252963,103.8469,-0.5152941281560922,-0.3734575902659848,-0.4443758592110385
Papillon Florist Pte Ltd,2,10,"133 Jalan Bukit Merah, Singapore 160132, Singapore",160132.0,Bukit Merah,1.2795523,103.8274126,-0.5152941281560922,-0.5861181590930497,-0.5507061436245709
Overseas Emporium (Pte) Ltd,2,22,"People's Park Complex, 02-67 1 Park Rd, Singapore 059108, Singapore",59108.0,Outram,1.2841159,103.8424418,-0.5152941281560922,0.2645241162152097,-0.12538500597044125
NTUC FP Tampines St 11,2,7,"107 Tampines Street 11, Singapore 521108, Singapore",521108.0,Tampines,1.3483876,103.9480679,-0.5152941281560922,-0.7987787279201145,-0.6570364280381034
NTUC FP Tai Seng,2,9,"Tai Seng, 33 Upper Paya Lebar Road, Singapore 534803, Singapore",534803.0,Toa Payoh,1.3358756,103.8877164,-0.5152941281560922,-0.6570050153687379,-0.586149571762415
NTUC FP Shaw Plaza,2,3,"Shaw Plaza, 360 Balestier Road, Singapore 329783, Singapore",329783.0,Novena,1.3252572,103.8510491,-0.5152941281560922,-1.0823261530228676,-0.7988101405894799
NTUC FP Sengkang East Ave,2,5,"279 MSCP (SK92) and Shops, 279 Sengkang East Avenue, Singapore 540279, Singapore",540279.0,Seng Kang,1.3863837,103.893323,-0.5152941281560922,-0.9405524404714911,-0.7279232843137917
NTUC FP Seletar Mall,2,12,"Seletar Mall, 33 Sengkang West Avenue, Singapore 797653, Singapore",797653.0,Seng Kang,1.3915208,103.8760834,-0.5152941281560922,-0.4443444465416731,-0.4798192873488827
NTUC FP Punggol Plaza,2,26,"Punggol Plaza, 168 Punggol Field, Singapore 820168, Singapore",820168.0,Punggol,1.394228,103.913016,-0.5152941281560922,0.5480715413179629,0.01638870658093533
NTUC FP Punggol Oasis Terraces,2,10,"Oasis Terraces, 681 Punggol Drive, Singapore 820681, Singapore",820681.0,Punggol,1.4026301,103.9129247,-0.5152941281560922,-0.5861181590930497,-0.5507061436245709
NTUC FP Kallang Wave Mall,2,11,"Kallang Wave Mall, Stadium Place, Singapore 397628, Singapore",397628.0,Kallang,1.3032243,103.8728714,-0.5152941281560922,-0.5152313028173614,-0.5152627154867269
NTUC FP Hougang Mall,2,22,"Hougang Mall, 90 Hougang Avenue 10, Singapore 538766, Singapore",538766.0,Hougang,1.3725894,103.8937225,-0.5152941281560922,0.2645241162152097,-0.12538500597044125
NTUC FP Eastpoint Mall,2,30,"East Point, Simei Street 6, Singapore 520256, Singapore",520256.0,Tampines,1.3427145,103.9530415,-0.5152941281560922,0.831618966420716,0.15816241913231188
NTUC FP Dawson Place,2,15,"53 Commonwealth Avenue, Singapore 144053, Singapore",144053.0,Queenstown,1.2927082,103.8084,-0.5152941281560922,-0.23168387771460824,-0.37348900293535026
Li Li Cheng Supermarket (Punggol) Pte Ltd,2,15,"Punggol Regalia, 273C Punggol Place, Singapore 823273, Singapore",823273.0,Punggol,1.4023496,103.9012804,-0.5152941281560922,-0.23168387771460824,-0.37348900293535026
Lee Ah Lan Trading,2,8,"61 Teban Gardens Road, Singapore 600065, Singapore",600065.0,Jurong East,1.3221316,103.7384602,-0.5152941281560922,-0.7278918716444263,-0.6215929999002592
Hock Soon Ann,2,14,"73 Bedok South Avenue 3, Singapore 460073, Singapore",460073.0,Bedok,1.3199523,103.9439787,-0.5152941281560922,-0.30257073399029655,-0.4089324310731944
Goh Geok Kwee (Bukit Merah),2,18,"Blk 124, 01-144 Bukit Merah Lane 1, Singapore 150127, Singapore",150127.0,Bukit Merah,1.2862127,103.8034449,-0.5152941281560922,-0.019023308887543406,-0.26715871852181783
Gerk Chwee Trading,2,17,"10 Kensington Park Road, Singapore 557255, Singapore",557255.0,Serangoon Garden,1.3650374,103.8660568,-0.5152941281560922,-0.08991016516323169,-0.30260214665966195
